2024-04-14T22:23:05.240Z,Einzelkarte,,Eintrittskarte,3,6
2024-04-14T22:23:59.803Z,Einzelkarte,,Eintrittskarte,3,4
2024-04-14T22:24:25.489Z,Einzelkarte,,Eintrittskarte,3,1
